,BSOFT.NS,COFORGE.NS,CYIENT.NS,HAPPSTMNDS.NS,HCLTECH.NS,INFY.NS,INTELLECT.NS,KPITTECH.NS,LTIMINDTREE.NS,LTTS.NS,MASTEK.NS,MPHASIS.NS,OFSS.NS,PERSISTENT.NS,SONATSOFTW.NS,TATAELXSI.NS,TCS.NS,TECHM.NS,WIPRO.NS,ZENSARTECH.NS,^CNXIT
2021-01-19,239.4581756591797,472.580810546875,433.6695861816406,364.2441711425781,786.0455932617188,1159.0736083984375,320.9171142578125,136.16525268554688,,2415.810302734375,1044.635009765625,1447.7791748046875,2540.942626953125,754.8499145507812,136.82659912109375,2551.82861328125,2828.06005859375,833.050048828125,198.3079833984375,220.01513671875,26043.5
2021-01-20,243.30982971191406,491.9478454589844,444.5666809082031,365.25970458984375,798.349365234375,1179.1451416015625,324.3588562011719,137.62571716308594,,2491.888427734375,1106.0416259765625,1474.911376953125,2527.45556640625,781.2750244140625,136.06048583984375,2660.4912109375,2869.77880859375,855.6704711914062,205.0834197998047,220.15460205078125,26619.69921875
2021-01-21,238.28390502929688,479.6498718261719,449.8823547363281,352.5411376953125,796.78515625,1179.364990234375,324.80133056640625,135.62974548339844,,2365.7939453125,1122.5445556640625,1433.3173828125,2531.158203125,764.2481079101562,142.15528869628906,2460.155029296875,2839.465087890625,843.2901000976562,205.4751739501953,220.7125701904297,26450.150390625
2021-01-22,233.72772216796875,467.69921875,532.806640625,359.7467041015625,790.768798828125,1180.37744140625,311.8702392578125,131.5404052734375,,2251.84033203125,1069.533447265625,1431.884765625,2504.486083984375,738.4686279296875,140.57200622558594,2448.9404296875,2864.834716796875,823.271728515625,205.45208740234375,224.19969177246094,26489.75
2021-01-25,232.27157592773438,450.1722412109375,508.0888671875,347.9469909667969,760.0462036132812,1166.5125732421875,320.2287292480469,130.1285858154297,,2201.824462890625,1074.0909423828125,1424.7657470703125,2505.468505859375,736.0772705078125,137.57566833496094,2365.808837890625,2854.60009765625,815.8853759765625,201.98745727539062,220.8055877685547,26023.30078125
2021-01-27,242.27642822265625,459.6351318359375,565.1436767578125,346.302734375,766.4635009765625,1145.2967529296875,312.6569519042969,132.5140380859375,,2317.231201171875,1077.976806640625,1420.0198974609375,2458.547119140625,724.0484619140625,140.11233520507812,2537.41650390625,2828.364013671875,836.9110107421875,206.23739624023438,223.73475646972656,25865.30078125
2021-01-28,234.9019775390625,454.3873291015625,562.4414672851562,344.8036193847656,749.177001953125,1123.464599609375,320.2779541015625,129.447021484375,,2269.793701171875,1067.3265380859375,1392.887451171875,2470.711669921875,717.0654907226562,135.51571655273438,2472.75341796875,2772.42236328125,823.901123046875,199.51605224609375,221.0845184326172,25301.25
2021-01-29,235.0428924560547,449.2615966796875,536.5276489257812,335.7603454589844,733.173828125,1090.7607421875,323.4246520996094,139.0374755859375,,2281.793701171875,1075.1942138671875,1371.261962890625,2431.875,729.0224609375,131.42977905273438,2568.006591796875,2698.527099609375,806.9464111328125,193.04873657226562,220.33685302734375,24645.75
2021-02-01,234.71408081054688,455.08197021484375,549.8168334960938,333.9710998535156,744.684814453125,1109.995849609375,339.20745849609375,134.26658630371094,,2321.450439453125,1111.4627685546875,1370.00830078125,2454.99560546875,739.7361450195312,125.96491241455078,2815.396240234375,2722.8115234375,790.453369140625,194.71176147460938,214.44871520996094,24922.69921875
2021-02-02,233.53982543945312,460.5738220214844,567.1812744140625,337.40460205078125,765.7816162109375,1119.107177734375,356.1211242675781,131.39434814453125,,2390.263427734375,1146.4356689453125,1408.37890625,2478.91015625,751.8845825195312,125.84573364257812,2730.832763671875,2778.406494140625,803.421142578125,197.87611389160156,210.6167755126953,25447.80078125
2021-02-03,244.6719207763672,473.75433349609375,556.3285522460938,338.66192626953125,769.9929809570312,1130.9034423828125,373.9198303222656,131.8324737548828,,2405.5439453125,1164.666015625,1424.720947265625,2497.30810546875,792.729736328125,130.95310974121094,2745.245361328125,2775.457763671875,823.7752685546875,200.25514221191406,217.71990966796875,25680.900390625
2021-02-04,253.0327911376953,478.4576416015625,581.4007568359375,337.5979919433594,768.1881103515625,1126.23779296875,392.603515625,132.9035186767578,,2455.23193359375,1132.955322265625,1423.3331298828125,2493.60595703125,810.2589721679688,136.97979736328125,2699.2412109375,2765.396728515625,813.493408203125,198.59214782714844,221.5985565185547,25570.05078125
2021-02-05,254.9585418701172,469.12615966796875,567.0040893554688,339.5807800292969,758.96337890625,1119.8553466796875,442.60699462890625,129.1549530029297,,2557.185791015625,1137.0330810546875,1409.99072265625,2488.203369140625,813.3200073242188,138.27366638183594,2689.363037109375,2738.943603515625,805.2677001953125,196.5826416015625,222.15931701660156,25331.599609375
2021-02-08,240.86729431152344,489.0375671386719,572.18701171875,337.2595520019531,768.2684326171875,1147.5416259765625,472.1075439453125,134.94818115234375,,2531.779541015625,1090.3060302734375,1461.4794921875,2446.419677734375,848.832275390625,142.1042022705078,2712.412353515625,2787.64404296875,824.6985473632812,201.086669921875,221.22471618652344,25915.599609375
2021-02-09,240.82032775878906,477.5845642089844,567.801513671875,340.7897644042969,763.3349609375,1149.30224609375,433.80596923828125,133.19558715820312,,2501.919677734375,1048.184814453125,1475.0009765625,2441.243896484375,823.3060302734375,138.49501037597656,2741.188720703125,2755.379638671875,818.4453125,202.95755004882812,216.6918182373047,25779.150390625
2021-02-10,237.3914337158203,489.22540283203125,561.9985961914062,344.2232971191406,769.6319580078125,1141.3350830078125,439.90277099609375,131.68641662597656,,2458.279052734375,1063.2967529296875,1467.792724609375,2416.19677734375,854.5210571289062,136.6563262939453,2694.659912109375,2786.94970703125,818.2775268554688,202.79588317871094,213.3739013671875,25885.30078125
2021-02-11,236.02926635742188,495.7874755859375,563.4160766601562,358.8762512207031,778.4157104492188,1137.946044921875,440.14862060546875,130.9075164794922,,2419.3720703125,1119.3785400390625,1461.300537109375,2430.666015625,849.2182006835938,137.2181396484375,2705.8271484375,2780.617919921875,827.258544921875,201.8719482421875,211.87850952148438,26043.44921875
2021-02-12,229.54730224609375,490.380126953125,554.689453125,386.87646484375,770.39404296875,1153.0435791015625,438.7227478027344,132.0758819580078,,2437.419189453125,1144.3729248046875,1474.329345703125,2414.60986328125,865.1751708984375,136.34988403320312,2707.544921875,2767.43505859375,831.958984375,204.1817169189453,213.84121704101562,26093.80078125
2021-02-15,228.51393127441406,487.2445373535156,552.8734130859375,387.98870849609375,765.7816162109375,1152.9114990234375,430.6100769042969,130.81016540527344,,2424.85693359375,1172.965576171875,1496.134033203125,2394.057861328125,861.7523803710938,133.6089324951172,2728.494873046875,2723.245361328125,821.88671875,203.11923217773438,215.10293579101562,26001.099609375
2021-02-16,228.51393127441406,492.3045654296875,548.9752807617188,390.16485595703125,763.8965454101562,1135.96533203125,421.1207275390625,128.3273468017578,,2494.044189453125,1189.6605224609375,1507.595703125,2368.51953125,838.298828125,134.3750457763672,2754.646240234375,2696.315185546875,828.2658081054688,202.12603759765625,213.88795471191406,25613.94921875
2021-02-17,228.3260498046875,485.6861877441406,548.2221069335938,467.4917907714844,756.5968627929688,1127.9542236328125,436.8052062988281,129.59310913085938,,2500.419921875,1178.146484375,1472.9415283203125,2335.16064453125,824.05322265625,131.94053649902344,2686.070068359375,2665.35205078125,822.9359741210938,198.73072814941406,223.4678192138672,25282.94921875
2021-02-18,227.9502716064453,491.131103515625,546.2730712890625,495.6854248046875,760.5274658203125,1137.7698974609375,437.7394104003906,128.96018981933594,,2492.498046875,1169.367431640625,1516.9981689453125,2319.406494140625,814.36328125,134.90280151367188,2622.8388671875,2651.691162109375,848.2420654296875,200.0010986328125,227.29974365234375,25618.55078125
2021-02-19,223.8168182373047,482.57879638671875,527.4467163085938,520.6389770507812,762.1719970703125,1136.7578125,426.0374755859375,130.03121948242188,,2477.87255859375,1124.991455078125,1512.0731201171875,2304.03076171875,806.143798828125,136.29884338378906,2615.72802734375,2664.267333984375,834.26708984375,198.61524963378906,235.6645965576172,25503.19921875
2021-02-22,217.75755310058594,463.9441223144531,568.9532470703125,539.5475463867188,738.107177734375,1113.78125,441.3778076171875,128.3273468017578,,2378.12255859375,1085.892578125,1521.788818359375,2245.5107421875,796.9599609375,158.75425720214844,2545.290771484375,2565.9140625,797.96533203125,193.4182891845703,251.9269561767578,24766.44921875
2021-02-23,221.18643188476562,462.8832092285156,569.8834838867188,522.4282836914062,729.9251098632812,1114.7935791015625,433.85516357421875,133.7311248779297,,2306.590576171875,1144.6607666015625,1562.576904296875,2271.5029296875,796.28515625,164.8831024169922,2592.869140625,2584.77783203125,793.8106689453125,191.9400634765625,247.2071533203125,24807.80078125
2021-02-24,219.30760192871094,469.0979919433594,579.7617797851562,489.7855224609375,734.7782592773438,1121.792236328125,433.56011962890625,138.35597229003906,,2339.121826171875,1154.063720703125,1517.2218017578125,2295.152587890625,801.4675903320312,160.9163818359375,2572.157958984375,2556.93701171875,805.813232421875,195.45089721679688,260.4320068359375,24779.400390625
2021-02-25,217.8984832763672,472.5621032714844,581.7994384765625,504.7769470214844,745.4067993164062,1122.01220703125,432.0851135253906,142.83473205566406,,2457.060546875,1147.1072998046875,1479.030517578125,2281.06103515625,792.5971069335938,167.35165405273438,2556.409912109375,2597.875,803.9248657226562,194.61936950683594,277.3487243652344,24872.44921875
2021-02-26,213.15438842773438,477.28411865234375,578.0342407226562,514.4973754882812,729.5240478515625,1103.3055419921875,426.8241882324219,140.79010009765625,,2407.23193359375,1125.5189208984375,1474.7325439453125,2299.686279296875,798.5990600585938,162.7550048828125,2536.74853515625,2510.275634765625,771.2322998046875,189.5379180908203,275.9467468261719,24301.44921875
2021-03-01,211.6513214111328,470.17755126953125,577.9898071289062,509.9515686035156,746.2890625,1115.3658447265625,419.69488525390625,138.7454071044922,,2416.935546875,1127.4378662109375,1467.927001953125,2382.15771484375,813.3508911132812,162.09107971191406,2502.675048828125,2536.20849609375,785.6270751953125,191.43191528320312,271.2735900878906,24556.30078125
2021-03-02,222.783447265625,488.4085998535156,576.7052612304688,512.8530883789062,765.059814453125,1148.3779296875,428.69256591796875,137.9664764404297,,2559.201416015625,1112.9979248046875,1511.5806884765625,2416.234619140625,823.59521484375,166.4663543701172,2468.267822265625,2607.458740234375,811.7306518554688,198.82310485839844,277.8160095214844,25301.849609375
2021-03-03,227.71542358398438,502.16156005859375,590.1273193359375,538.0968017578125,774.2845458984375,1182.75439453125,451.9979553222656,137.6743927001953,,2542.841796875,1179.05810546875,1518.6995849609375,2439.12841796875,815.4719848632812,165.35977172851562,2446.124755859375,2653.208984375,819.2008056640625,201.17906188964844,281.8348693847656,25772.650390625
2021-03-04,222.97134399414062,494.8392028808594,584.4129638671875,537.0811767578125,768.4691162109375,1171.1341552734375,471.7633972167969,136.60336303710938,,2520.76416015625,1187.1658935546875,1510.9091796875,2457.413330078125,814.79736328125,167.43678283691406,2554.978271484375,2645.056884765625,812.528076171875,202.70350646972656,286.7883605957031,25631.849609375
