ticker,week,job_count,skill_ai_ml_share,skill_cloud_share,skill_legacy_share,skill_digital_share,skill_data_share,skill_security_share,senior_share,junior_share,seniority_score,volume_zscore,skill_ai_ml_velocity,skill_cloud_velocity,skill_legacy_velocity,skill_digital_velocity,skill_data_velocity,skill_security_velocity,trends_raw,trends_zscore,trends_velocity,trends_spike,fwd_excess_7d,fwd_excess_14d
HAPPSTMNDS.NS,2026-05-25,56,0.0892857142841199,0.3035714285660076,0.0178571428568239,0.2142857142818877,0.1785714285682398,0.1071428571409438,0.7499999999866072,0.0178571428568239,0.7321428571297832,1.1514402008968123,0.005952380957731,-0.0297619047395478,0.0178571428568239,-0.1190476190236677,0.1785714285682398,-0.1428571428382227,,,,,,
CYIENT.NS,2026-05-04,7,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428570204082,0.0,0.8571428570204082,,,,,,,,,,,,0.056797062201157544,0.03992522316580582
CYIENT.NS,2026-05-11,11,0.0,0.0,0.0,0.0,0.1818181818016528,0.0,0.1818181818016528,0.0,0.1818181818016528,0.7071067809365474,0.0,0.0,0.0,0.0,0.1818181818016528,0.0,,,,,-0.011062687546417815,
CYIENT.NS,2026-05-18,42,0.0238095238089569,0.2380952380895691,0.0,0.1904761904716553,0.0476190476179138,0.0238095238089569,0.285714285707483,0.0,0.285714285707483,1.1483906520781917,0.0238095238089569,0.2380952380895691,0.0,0.1904761904716553,-0.134199134183739,0.0238095238089569,,,,,0.02862946817172496,
CYIENT.NS,2026-05-25,32,0.0624999999980468,0.0624999999980468,0.0,0.0,0.0,0.0624999999980468,0.2499999999921875,0.0,0.2499999999921875,0.5372137142584873,0.0386904761890899,-0.1755952380915222,0.0,-0.1904761904716553,-0.0476190476179138,0.0386904761890899,,,,,,
LTTS.NS,2026-05-04,11,0.0909090909008264,0.0909090909008264,0.0909090909008264,0.0,0.0,0.0,0.5454545454049586,0.0,0.5454545454049586,,,,,,,,20.0,-1.0240294354281234,-4.0,0.0,-0.016452422044529014,-0.061505047016955694
LTTS.NS,2026-05-18,19,0.0526315789445983,0.0526315789445983,0.3684210526121884,0.0,0.0526315789445983,0.0526315789445983,0.63157894733518,0.0,0.63157894733518,0.7071067810615475,-0.0382775119562281,-0.0382775119562281,0.2775119617113619,0.0,0.0526315789445983,0.0526315789445983,20.0,-1.0240294354281234,-4.0,0.0,-0.02342711448489887,
LTTS.NS,2026-05-25,51,0.0,0.2745098039161861,0.2745098039161861,0.0,0.1176470588212226,0.0392156862737408,0.4313725490111496,0.0,0.4313725490111496,1.13389341897411,-0.0526315789445983,0.2218782249715878,-0.0939112486960022,0.0,0.0650154798766242,-0.0134158926708574,20.0,-1.0240294354281234,-4.0,0.0,,
OFSS.NS,2026-05-04,31,0.0,0.0967741935452653,0.1290322580603538,0.0322580645150884,0.3548387096659729,0.0,0.2258064516056191,0.0,0.2258064516056191,,,,,,,,,,,,-0.016207180782224495,0.012604675786892505
OFSS.NS,2026-05-11,10,0.0,0.19999999998,0.0,0.0,0.29999999997,0.0,0.09999999999,0.0,0.09999999999,-0.7071067811389286,0.0,0.1032258064347346,-0.1290322580603538,-0.0322580645150884,-0.0548387096959729,0.0,,,,,0.055139097398050785,
OFSS.NS,2026-05-18,9,0.0,0.5555555554938272,0.2222222221975308,0.0,0.3333333332962963,0.0,0.0,0.0,0.0,-0.6171300770308671,0.0,0.3555555555138271,0.2222222221975308,0.0,0.0333333333262962,0.0,,,,,0.07649441170918769,
OFSS.NS,2026-05-25,18,0.0,0.2222222222098765,0.2777777777623457,0.0,0.2222222222098765,0.0,0.0,0.0,0.0,0.0983738753579155,0.0,-0.3333333332839506,0.0555555555648148,0.0,-0.1111111110864197,0.0,,,,,,
LTIMINDTREE.NS,2026-05-11,11,0.2727272727024793,0.1818181818016528,0.2727272727024793,0.0,0.1818181818016528,0.0909090909008264,0.0909090909008264,0.0,0.0909090909008264,,,,,,,,,,,,,
LTIMINDTREE.NS,2026-05-18,31,0.2258064516056191,0.3548387096659729,0.290322580635796,0.1290322580603538,0.1612903225754422,0.0322580645150884,0.0,0.0,0.0,0.7071067811365475,-0.0469208210968601,0.17302052786432,0.0175953079333167,0.1290322580603538,-0.0205278592262106,-0.0586510263857379,,,,,,
LTIMINDTREE.NS,2026-05-25,17,0.235294117633218,0.235294117633218,0.2941176470415225,0.0588235294083045,0.117647058816609,0.117647058816609,0.1764705882249135,0.0,0.1764705882249135,-0.259827920959336,0.0094876660275988,-0.1195445920327549,0.0037950664057264,-0.0702087286520492,-0.0436432637588332,0.0853889943015205,,,,,,
