,BSOFT.NS,COFORGE.NS,CYIENT.NS,HAPPSTMNDS.NS,HCLTECH.NS,INFY.NS,INTELLECT.NS,KPITTECH.NS,LTIM.NS,LTTS.NS,MASTEK.NS,MPHASIS.NS,OFSS.NS,PERSISTENT.NS,SONATSOFTW.NS,TATAELXSI.NS,TCS.NS,TECHM.NS,WIPRO.NS,ZENSARTECH.NS
2021-01-01,-0.023876422986368384,-0.04670788516116886,0.21611593159992637,0.18560661095122044,0.008402817646045557,0.03903368606777602,0.4153199112505568,-0.06636537927056751,,0.07345903515481322,0.01120776475070051,0.09209763531942561,-0.022927482758603457,0.20314066883225346,-0.002288327955008662,0.530420910070647,0.07430207629053043,0.0012781252240008367,0.13550259824375965,-0.04787998617307432
2021-01-04,-0.04156806923493228,-0.07627137375280768,0.1798363691134912,0.17763838853160374,-0.02475780207737477,0.0016690483561176972,0.3556504625611314,-0.0938463454689521,,0.08510634681858176,0.003764387589478835,0.10810552310106702,-0.06997369570671252,0.1532610651536257,0.0,0.5342883888561172,0.02476313486860726,-0.01512057025628133,0.10629084690982227,-0.04182064849788736
2021-01-05,-0.09275838870671593,-0.10260032769961702,0.12775631565853152,0.41124102979467936,-0.04474597017556947,-0.009661483151539474,0.3511786772314853,-0.0763359044288946,,0.0651358464931091,-0.06729955604003945,0.03998997100503443,-0.10379867290343459,0.11125243248488648,-0.04767761329216624,0.43740735427724386,-0.00454313148273866,-0.02331012276549238,0.06120403152710541,0.008870368865050438
2021-01-06,-0.06439184726041969,-0.06630253742880965,0.14726931010560862,0.5153754544110232,-0.02687532068528442,0.008072596369532503,0.3734959152322477,-0.028958878199932148,,0.06672401544843698,-0.10648836214527302,0.04849144113345161,-0.08774283426990492,0.1050274523275967,-0.010860075996365626,0.37774502424229706,0.003823582309653961,0.013488286244536907,0.06772471368262734,0.0392590356974023
2021-01-07,-0.0899541523097287,-0.06222615153642164,0.11238781910387607,0.6037540726510466,-0.00891525342478905,0.02309576657081691,0.2731414713705418,-0.012934196323508007,,0.10423843983478687,-0.11106880982739309,0.015393825386634807,-0.08294361089552094,0.10873315549872675,-0.017306879054271418,0.3710199206949727,0.014803159857350812,-0.0008040420382622315,0.05941401677830571,0.06887013791523122
2021-01-08,-0.12362933527861808,-0.11882173311542477,0.19992544336547002,0.6174254095367184,-0.07118265743293306,-0.03574409568564485,0.2885030574520171,-0.057224700399168826,,0.03266979601758879,-0.1435220300908101,0.03669235204766497,-0.11084864665981842,0.06072593490878542,0.08531202679826566,0.30514357221381005,-0.050248444926158764,-0.09551893286459046,-0.024543582887988635,0.1380694763096808
2021-01-11,-0.11484950791404935,-0.1248467390041258,0.20177493068084806,0.5284382277722441,-0.13410369677429168,-0.07982100201509768,0.279953373951211,0.0051227502384014745,,-0.024638221582428455,-0.12600735222774406,0.026984039368776136,-0.10339987335530298,0.03235771993596481,0.13593733820894371,0.2829212654933888,-0.05999732043043937,-0.1223551726560268,-0.06796291526788067,0.10813561019265228
2021-01-12,-0.12269821513188306,-0.09879700103303479,0.2486167053008348,0.4487197853020046,-0.13409153698652387,-0.07104065811539861,0.3106420983412008,0.04793518941323227,,-0.002518626037025462,-0.10579151083113314,0.02232476384239912,-0.12325914488682044,0.029975410780524347,0.11462277347658589,0.2909321089060033,-0.06965363900676269,-0.09786693240953792,-0.07351702414918326,0.1759964292245204
2021-01-13,-0.12882639327155676,-0.07812599160789402,0.2667823340767259,0.5237955032711723,-0.11644982111227486,-0.0811734996423269,0.3654444282533298,0.0874724147721595,,0.009903236478830957,-0.11669739282448888,0.00021182711869216497,-0.13280957270529337,0.006726336245334696,0.1836247025305957,0.12926617705089738,-0.05000076332817871,-0.10456696238645036,-0.08007163780197357,0.26486575409499635
2021-01-14,-0.1479533459603699,-0.07020851104205816,0.29134075252878455,0.5022591299484911,-0.11150602134239829,-0.08551627843445753,0.3375962586790613,0.07829986413180023,,-0.04422124893262713,-0.12167280748565801,-0.029036379804100343,-0.11509098545902985,-0.0018103477278991198,0.171281559214858,0.06734549436461723,-0.1096377707021261,-0.12706623581407483,-0.09492144072194353,0.24214225653575028
2021-01-15,-0.12538823290399048,-0.050648362183183915,0.32104883603830126,0.39668868730951834,-0.05628506745980533,-0.05795754710172574,0.2759341926116292,0.051272674551966047,,0.023746519308472713,-0.09750405762858605,-0.01694103301462191,-0.06717864215374258,0.0438677009822237,0.1889364275881844,0.11211721511895734,-0.09561285163120459,-0.07078345564826427,-0.05294343446924887,0.23428127176961322
2021-01-18,-0.042591809221555255,0.036436262186284596,0.35671112846274067,0.44011413849567393,-0.024367503001290203,-0.005754200134898135,0.34531727068554674,0.07226643729721793,,0.14897821120702415,0.0033733820196120146,0.03244649655644616,-0.03341487750013872,0.08134263310225487,0.2452875696579937,0.038677863949357905,-0.06685815611821899,-0.031204715407060046,-0.00042245917883665385,0.2461226154755909
2021-01-19,-0.049038783212781656,0.06259444301802297,0.3607759790903702,0.4772964874525305,-0.01496214369779747,0.020430677484980952,0.4084570929948159,0.011083263995696813,,0.0525835969471129,0.12867935371517247,0.048985658427855405,-0.040069560030596585,0.08031018495309472,0.20853529922325764,-0.041422980035953794,-0.06182737056271215,-0.016624742017422478,0.014477877606960732,0.28097945254121814
2021-01-20,-0.08359077713902763,0.005877365393915701,0.3145674361389279,0.4704093883863334,-0.03742806470686366,-0.006793996867558216,0.454449042210769,-0.007428399925982099,,0.011587597453652121,0.07334613956214175,0.024406673666336864,-0.027712642957581357,0.0429069883626374,0.23060578064605264,-0.039659286661040793,-0.07830612840409001,-0.05041933967758594,-0.011604537561756056,0.3026680247617628
2021-01-21,-0.07845449714216146,0.012134694774789123,0.24153226093654445,0.46927273374146217,-0.05214941912487525,-0.017167774671818847,0.3944899460588984,-0.009332596811882143,,0.03929066327413033,0.037181195719607096,0.02127249145505483,-0.04355307990016999,0.062167829844545164,0.15053894325067496,0.054100832655621156,-0.0811888550151667,-0.04478953515168571,-0.05384440928434553,0.24347863960477367
2021-01-22,-0.06953382975639744,0.02896441149383988,0.08638187388632002,0.4558406037504341,-0.024244440396543387,-0.0038033426642447576,0.473435333157719,0.07475937666279875,,0.13043597049591704,0.11070238396606658,0.008129838715246196,-0.029520464985926087,0.11041087369435232,0.15780559618562773,0.057134987143174776,-0.08965836668622462,-0.012591112921379932,-0.06261936938208201,0.15848090321259867
2021-01-25,-0.06370071721790704,0.0772214976881267,0.1249347710765103,0.4715775765454555,0.027071546131549384,0.015432914936047482,0.44741289071761914,0.20987632895831054,,0.16678028277771206,0.08807900212673037,0.0011311995247300644,-0.028513703277372127,0.11857050413735193,0.20653384661916463,0.07082208460311001,-0.0730258059009401,0.016562974613139048,-0.041280609180771366,0.16274395048813428
2021-01-27,-0.06766177764753312,0.11680733492004647,0.03088230275324877,0.5137547874453994,0.034536870052801705,0.05161437477284281,0.5228810373852275,0.1730343956507967,,0.11662002785685543,0.08518018667873961,0.03840321202035324,-0.01607325450211694,0.19394790896490033,0.18468999890333726,0.014293399211931401,-0.05829393389491688,0.01168382323447803,-0.044237874071237804,0.19681373413225045
2021-01-28,-0.022595549485869504,0.12478841438683452,0.07048898198304654,0.5126226199771549,0.04850374943531377,0.07729981798078622,0.5291678751938567,0.18164744274108657,,0.13244007011669146,0.09160374402130023,0.03960147702114547,-0.023211283360185964,0.198481989166015,0.26507540234627114,0.05272501606621138,-0.04335927593203148,0.0220558172702352,-0.015512850692616764,0.20376244177046066
2021-01-29,-0.01398891219559173,0.1807927300417318,0.10336864809276403,0.5362233139638668,0.08572215144766782,0.10859083108248369,0.5889327578399617,0.06792731004884689,,0.12358762525241462,0.06737483412791478,0.06340799148680021,-0.02137615464535092,0.1704268125749624,0.29987029488061845,0.009607594351847215,-0.014527244373397918,0.06786985260581457,0.020220221217135403,0.23435832214623353
2021-02-01,0.017810557315342646,0.23506460847645516,0.13124411785797774,0.6290184806339141,0.08498959545417772,0.09762879180951334,0.7825772931539388,0.17005100976839627,,0.12305142081549048,0.12055449790677808,0.1312786857901853,0.00258550905659094,0.23295059438097998,0.4160024164062208,-0.06046169643187749,-0.009333129016931174,0.09004510691126333,0.018505357376975562,0.44541294714407775
2021-02-02,-0.01086109697654436,0.2024012058241924,0.05201524896214216,0.5691560647256941,0.03435840805830126,0.09105202315165184,0.6250171710109289,0.16487588808763243,,0.015629818118900074,0.021216190934857604,0.07057475488496578,-0.022525080968699318,0.17112882935676677,0.3732413450258718,-0.03643585490599299,-0.028250529662832036,0.06566021831079438,-0.02031059663823509,0.3969380961982052
2021-02-03,-0.07333464630913933,0.13916591369185527,0.05239275620122941,0.5034986516960245,-0.012657774319616344,0.04082817575565367,0.5535830587522457,0.14106341207536222,,-0.006586549830459587,-0.018288655354995353,0.029351619761783576,-0.05616995409314751,0.12422630060916595,0.2584503961831439,-0.07009020568589652,-0.05110863345582328,0.01502874695463352,-0.05386393289017832,0.29104957847676927
2021-02-04,-0.09040288053428025,0.16420741852742582,0.005866463370401975,0.5274317687166026,0.0029235670282723447,0.05088520226226789,0.6864120728510097,0.15274711207220704,,-0.010118697814277766,0.013761953236920199,0.048317127423596506,-0.028816083322481978,0.1555651439694572,0.16977418226161278,-0.022435592754149192,-0.04335994863983317,0.020893476462632954,-0.045126775133857766,0.2437789568526756
2021-02-05,-0.08548289756734229,0.16913471650288958,0.056171954690931836,0.5374538649384137,0.03445556864153221,0.07758819436579412,0.5152187640010792,0.22088225401353467,,-0.04813650794287272,0.02193991909882298,0.06061870846659434,-0.021423645142809145,0.16395991305048674,0.16178266730700308,-0.03373261447597642,-0.008961634012742858,0.05644131947318343,-0.026083731570340274,0.2269667369601549
2021-02-08,-0.024376073732067294,0.10055085915031858,0.03042515448477867,0.5662460623485646,0.02411897570799293,0.052165167126563494,0.3563841546423341,0.19985567554451267,,-0.04791628757448407,0.058300763329891314,0.027235052105924362,-0.010933348369123963,0.09924743682639092,0.14999397075531773,-0.038389863872701824,-0.02224573831204546,0.03185593753517746,-0.04548574316410581,0.24503601589247426
2021-02-09,-0.018334220397404732,0.1108643725217644,0.03783739217429982,0.5337023372436644,0.02527345621841981,0.03691916078497015,0.48690948982318183,0.2569445255905931,,-0.06373903869137998,0.08943217156796912,0.015329041757784934,-0.011621972861195262,0.10920474960165838,0.18438836156329685,-0.07099469090863753,-0.017564187522754904,0.01748555808835417,-0.06452712260489357,0.24714267114133937
2021-02-10,-0.03185621358753388,0.05593609057685822,0.02577449968141088,0.45476283185401356,-0.002501100744445872,0.028769974856192482,0.3783389011313769,0.26062869219384344,,-0.04942482503418877,0.04290727759640722,0.02071205663000386,-0.015213493007445567,0.018081173537410233,0.21626990263748702,-0.07786985019108339,-0.04619850802608105,-0.006359526262285087,-0.08963554979033805,0.21112551839030558
